ID,name,phone_number,sex,aadhaar,email,birthdate
69519,virender,93829103500,m,6787758705022,virender@gmail.com,1995-6-3
85492,sanjeevan lal,91472325651,m,1534021465243,sanjeevan_lal@gmail.com,1995-3-26
76424,tarun @ arun,86738263398,m,6996256189062,tarun_@_arun@gmail.com,1986-1-1
28630,aman,73544019097,m,2250973357766,aman@gmail.com,1990-6-19
82643,joni,85095966693,m,1876573878526,joni@gmail.com,1989-5-9
50128,javal singh,76185102172,m,7500918954686,javal_singh@gmail.com,2000-8-15
33385,sonu @ virendra,86892283331,m,6337193051039,sonu_@_virendra@gmail.com,1999-7-19
8169,naryan chamaar,86864051433,m,9597934842507,naryan_chamaar@gmail.com,2002-10-17
26098,sh sardar singh yadav,95301167714,m,7745596640912,sh_sardar_singh_yadav@gmail.com,1987-7-12
36403,mahender pal,88485747925,m,9853868225449,mahender_pal@gmail.com,1991-10-10
24287,sameer,98465641964,m,9828558763521,sameer@gmail.com,1986-7-10
51076,kapil,99043221728,m,7182446389600,kapil@gmail.com,1985-8-17
15748,aman,81824942471,m,5983739353212,aman@gmail.com,2000-3-24
85047,aman,97573809710,m,1829318308953,aman@gmail.com,1992-6-26
76942,devid rana singh,95458115294,m,4479395022280,devid_rana_singh@gmail.com,2000-5-18
1986,gulfam,70425999757,m,3392962237310,gulfam@gmail.com,1985-6-9
87446,,98408388390,m,6656924427356,@gmail.com,1998-3-24
83964,manpreet singh,85276285408,m,2925964236463,manpreet_singh@gmail.com,2003-1-7
77177,vinod,91128506443,m,3275727477141,vinod@gmail.com,1998-8-8
48375,gaurav,98315794870,m,9766005050970,gaurav@gmail.com,1985-4-6
86621,netram,91508973610,m,8071053722320,netram@gmail.com,1992-6-4
66675,atul misra,81685318063,m,6214017874045,atul_misra@gmail.com,1990-6-1
13626,umardaraz,79837359687,m,5684062498939,umardaraz@gmail.com,1995-2-21
47496,mandeep singh,72771005508,m,3308283100931,mandeep_singh@gmail.com,1995-11-2
79650,santosh,82604958697,m,9368014954905,santosh@gmail.com,1985-7-8
27530,puskar singh dhami,74597562475,m,1600118430315,puskar_singh_dhami@gmail.com,1985-9-12
19916,goldy,92602446985,m,2870406114153,goldy@gmail.com,1989-10-5
2931,kundan chohan,92599240663,m,1085740478057,kundan_chohan@gmail.com,1994-6-4
48393,ajeet kumar,93347407426,m,1024129661824,ajeet_kumar@gmail.com,1990-9-20
38562,deepanshu,87209175391,m,7075779225602,deepanshu@gmail.com,1990-11-26
14718,chura mukhiya,97627060941,m,7842687213660,chura_mukhiya@gmail.com,1996-1-18
10573,ashok kenoor,92225308556,m,4181183516753,ashok_kenoor@gmail.com,1995-6-25
54528,man mohan mehta,77672512301,m,5060253374006,man_mohan_mehta@gmail.com,2003-5-22
88518,ajay,93329762896,m,5986883230404,ajay@gmail.com,1994-11-21
9186,swedesh mahaldar,98997489321,m,5652712179873,swedesh_mahaldar@gmail.com,2001-3-19
4917,shivam,88483050406,m,1145730672303,shivam@gmail.com,1988-11-22
14308,tunni lal jaiswal,80656257368,m,5510016604860,tunni_lal_jaiswal@gmail.com,2001-6-25
3344,roshan,73105774779,m,3829612324231,roshan@gmail.com,1986-1-11
70724,raghuveer,85411780484,m,9499851853790,raghuveer@gmail.com,1989-3-20
18530,rahul bhaskar,78385325155,m,5888267944268,rahul_bhaskar@gmail.com,2002-2-8
17893,krishna,98852777008,m,9167374536832,krishna@gmail.com,1988-3-21
75303,faizudeen,83850269472,m,4526393165601,faizudeen@gmail.com,1985-8-14
22053,ankur kumar,99993056895,m,6131762877389,ankur_kumar@gmail.com,2001-3-21
48413,manoj,70726979648,m,7268264515861,manoj@gmail.com,1990-1-14
55709,ziyabul,84637101510,m,4922565002887,ziyabul@gmail.com,2003-10-9
67792,omprakash,94236716683,m,6159666570798,omprakash@gmail.com,1991-5-22
56809,mohmad shadi,78428446294,m,4940090335382,mohmad_shadi@gmail.com,1989-6-8
8068,sher singh,80564974441,m,2087950420143,sher_singh@gmail.com,1999-5-24
90371,ashish dixit,97323168908,m,3450003397314,ashish_dixit@gmail.com,1995-7-6
5665,vikas kumar,85766474014,m,9041232448491,vikas_kumar@gmail.com,1996-8-13
4599,mohd. shokat,94180345814,m,6477018888035,mohd._shokat@gmail.com,1985-9-21
22869,mahesh balwani,83306550469,m,9606260981086,mahesh_balwani@gmail.com,2003-7-18
96548,pabu dan,82881652489,m,5359064576425,pabu_dan@gmail.com,2001-1-17
57448,ajay kumar,88972235832,m,5650881884153,ajay_kumar@gmail.com,1990-8-2
41940,jitendra kumar,71917482177,m,9783433688993,jitendra_kumar@gmail.com,1995-7-13
22461,dauad beg,89948552752,m,4026362864249,dauad_beg@gmail.com,1986-10-7
15025,mayak,71985377922,m,5207420003787,mayak@gmail.com,1995-3-2
14175,virender,86390557207,m,7422508917011,virender@gmail.com,1989-8-8
55558,jugal kishor chouhan,94619101930,m,4937807477173,jugal_kishor_chouhan@gmail.com,1998-5-5
55307,shekh nasir husain,98815358408,m,3708297399167,shekh_nasir_husain@gmail.com,1993-8-18
2820,vishal,78090073197,m,6830386713382,vishal@gmail.com,1992-3-25
53976,dharmveer,94368664766,m,7335757282776,dharmveer@gmail.com,1989-9-27
76976,meenu kumar,80971144670,m,6280774926898,meenu_kumar@gmail.com,1994-2-15
15291,abhishek,70986585175,m,1912498344937,abhishek@gmail.com,1993-4-18
89178,nitin shukla,80885350393,m,9651865586990,nitin_shukla@gmail.com,1990-4-7
78662,parvesh,79319718498,m,5828799950862,parvesh@gmail.com,1996-7-16
66868,mukesh verma,90968233894,m,8314507361258,mukesh_verma@gmail.com,2000-5-19
1228,baljeet singh,81551290211,m,4622854334388,baljeet_singh@gmail.com,1985-6-6
48247,rajbir,70413053744,m,1163053343148,rajbir@gmail.com,2003-11-7
44115,dinesh,78343652312,m,2746901415187,dinesh@gmail.com,1990-3-7
